comment,labels
 về chất lượng sản phẩm giá tiền cũng hợp lí giao hàng nhanh trống nhận hàng và cảm thấy rất là tốt tôi sẽ ủng hộ shop nhiều và giới thiệu bạn bè mua nhiều,2.0
Sản phẩm rất tốt chất vải lụa mặc rất mát mẻ không bị bức trong người. Thấm mồ hôi cực tốt giao hàng cực nhanh giá tiền vừa phải tốt,1.0
Sản phẩm rất đẹp đã nhận được hàng cảm ơn shop sẽ ủng hộ nhiều,2.0
dùng cũng được các ông ạ,2.0
Nói chung là  hết sức luôn.áo chuẩn lần sau sẽ mua thêm vài ao nua Đẹp,2.0
"Đẹp, chất liệu tốt ***** nhân viên giao hàng thân thiện, shop uy tín , nói chung ***** là OK Đẹp, chất liệu tốt ***** nhân viên giao hàng thân thiện, shop uy tín , nói chung ***** là OK",2.0
Áo đẹp nhưng mình mặc hơi chật. Thủ tục đổi hàng như thế nào nhỉ,2.0
"Noi chung trong nhung *CAI AO SO MI TAY DAI* ma toi da tung mua o TIKY  do chi co *KIEU AO NAY LA TOI THICH NHAT DO NHA TIKI*#### nhat la MAU DO DO NHA TIKI SHOP### nhung chup hinh thi thay no ko co noi bat gi nhung khi ma minh mac vo  thi minh thay no rat ok do tiki shop,noi chung la minh se ung ho tiki dai dai,TIKI OK chua????  ",1.0
 về sản phẩm giá cả tốt nhà bán hàng có tâm chăm sóc khách hàng rất chu đáo nhiệt tình để phản ánh về sản phẩm tôi đánh giá là tốt hợp túi tiền chất vải máy mẻ,2.0
áo như hình. đẹp. nhưng trong áo thì hơi nóng. áo in có bên ngoài áo bên trong k có. nói chung là OK.,1.0
"áo đẹp, phong cách thời trang hiện đại, mua trong đợt khuyến mãi nên giá hấp dẫn. Thanks!  ",2.0
Sản phẩm mới nhận rất ưng so của shop làm ăn uy tín hàng đạt chất lượng,2.0
"hàng đẹp lắm shop ơi , sản phẩm còn tốt hơn giá tiềm.  5 sao cho shop và mua thêm vài cái nữa ạ  ",2.0
"áo đẹp,nhưng cổ áo bị chắp vá mong  tiki rút kinh nghiệm ",0.0
"giao hang cuc nhanh, sp in 1 mat, không in 2 mat nhu tren hinh. ",0.0
"Sản phẩm đẹp, giao hàng nhanh. Đóng gói cẩn thận. Chất lượng phù hợp giá tiền... ok
Shop giao hàng nhanh. Chất liệu vải so với giá rất ok. Sẻ tin tưởng ủng hộ shop dài Sản phẩm đẹp",2.0
Giao hàng OK chất liệu vải mềm mịn số vs giá rất OK mong rằng tiki shop nào cũng làm việc OK như vậy những shop khác đã số làm thất vọng,2.0
"Form Áo Chuẩn .Hàng Rất Đẹp Như Hình E Ra Quán Mua Con Này Chắc Phải 3 4 Trăm Cảm Ơn Shop ,Còn Ủng Hộ Nhiều.................................................. Form Áo Chuẩn .Hàng Rất Đẹp Như Hình E Ra Quán Mua Con Này Chắc Phải 3 4 Trăm Cảm Ơn Shop ,Còn Ủng Hộ Nhiều..................................................",2.0
"form áo chuẩn .hàng rất đẹp như hình e ra quán mua con này chắc phải 3 4 trăm cảm ơn shop ,còn ủng hộ nhiều.................................................. form áo chuẩn .hàng rất đẹp như hình e ra quán mua con này chắc phải 3 4 trăm cảm ơn shop ,còn ủng hộ nhiều..................................................",2.0
sản phẩm tốt . chất vải ko quá dày nhưng vẫn t chấp nhận được size chuẩn đúng như shop đã giới thiệu,1.0
chất lượng và kiểu đẹp nhưng tay chân bị may nhỏ lại rất khó mặc chất lượng và kiểu đẹp nhưng tay chân bị may nhỏ lại rất khó mặc.,0.0
"Hàng đẹp và đường mai kỹ, giao hàng nhanh. ",2.0
"Hàng chất ok, nên mua  ",2.0
"Hàng đẹp, chắc chắn.......  ",2.0
"Dây đẹp, chắc chắn, độ đàn hồi tốt. Giữ form áo thẳng.  ",2.0
hàng ok khỏi bàn,2.0
mình nhận hàng rồi nhưng áo hơi nhỏ bây giờ mình đổi lại size lớn hơn dc ko ạ... áo vẫn còn team ,1.0
"Vải đẹp, form đẹp, đường chỉ may nhiều chổ bị lỗi, cắt chỉ chưa sạch. Mong shop làm kỹ thêm chút  ",0.0
"Giao hàng cực nhanh, đặt hôm trước hôm sau có. Hàng đẹp, vải tương đối tốt, mặc vào rất thoải mái  ",2.0
"Áo đẹp, chất lượng khá tốt, nếu có size lớn hơn thì sẽ thích hợp cho người bị béo bụng, giao hàng nhanh chóng ",2.0
"Áo đẹp, rẽ so với giá. Độ bền thì mặc mới biết.  ",2.0
sản phẩm đc nhưng áo hơi nhăn.đóng gói kỉ .giao hang châm.... ,2.0
"mình mua màu xám thấy y như hình, bán tốt zi mới ủng hộ lau dài, tiki giao nhanh tốt",2.0
mua mãi mới dc thùng mì. mở ra ăn luôn =)),2.0
hàng ok cam ơn shop,2.0
"mình nhận hàng nhưng màu ko đẹp, đề nghị đổi màu xanh và đặt size XL nhưng quá chật, đề nghị đổi size lớn hơn. cảm ơn ạ ",1.0
"chất lượng sản phẩm tuyệt vời, giao hàng nhanh, rất đáng tiền.  ",2.0
"áo đẹp lắm ạ, chồng mk thích lắm luôn.  ",2.0
"chất vải mặc rất dễ chịu, dáng áo đẹp, dịch vụ chăm sóc khách hàng rất lịch sự.  ",2.0
"giao hàng nhanh chóng, sản phẩm đẹp giống mô tả, giá cả rẻ, mn nên mua nhé.  ",2.0
"lần nào mua hàng của shop cũng ưng hết, lần này cũng thế, áo đẹp lắm  ",2.0
"áo chất đẹp hơn cả mong đợi của mk, mk thích lắm ạ  ",2.0
Giá hợp lý.chất liệu vãi ok.sản phẩm giống hình 100% ,2.0
"Mình mua mặc để đi chạy marathon cho đỡ nắng thấy áo chống nắng khá tốt, không bị đen da. Nói chung không có gì để chê cả, phom dáng đẹp, chất vải co giãn tốt, vừa túi tiền, 5 sao cho Tiki Có thể mặc đi tập ngoài trời",2.0
"Mua cho bạn trai mình mặc đi đá banh thấy ổng ưng quá trời, áo mặc mát có xỏ ngón tránh nắng, phom áo đẹp mặc ôm body thoải mái. 10 điểm cho Tiki nha Phom áo đẹp",2.0
"Áo mặc thoải mái ôm body, thích hợp chơi thể thao hoặc chạy xe ngoài đường nắng, Hàng của Tiki lúc nào cũng chất lượng  ",2.0
mặc khá mat. Áo ôm vừa đi đá banh K bị nóng. tốt trong tầm giá Áo chất lượng tốt,2.0
"Áo mặc đúng phom, thoáng mát, phù hợp cho hđ thể thao Hàng tốt như quảng cáo",2.0
"Sp phù hợp với giá, giao hàng nhanh ",2.0
áo đẹp vải tốt,2.0
Good,2.0
"Áo dễ thương, may đẹp, chắc chắn. Chỉ vải hơi dày mặc lúc mưa lạnh hoặc ngủ máy lạnh thích hợp hơn. Áo dễ thương",2.0
"Áo thun bé vải mềm màu đẹp dễ thấm hút mồ hôi, đặc biệt hình in trên áo rất ngộ nghĩnh dễ thương, sp quá đẹp Sản phẩm tốt",2.0
"Hàng ổn, thun dày vừa, mặc khi trời hơi lạnh ổn, shop cần chú ý giao đúng mẫu khách chọn. ",2.0
", nhưngvko biet ntn mà size 3 và 4 cũng thấy bằng nhau.  ",1.0
"Áo đẹp, chất vải thun mịn mát, cảm giác rất dễ chịu  ",2.0
"màu đẹp, vải mềm mịn  ",2.0
Rất đẹp,2.0
sản phẩm đóng gói và mẫu áo đẹp.nhưng vải hơi mỏng .nếu may 2 lớp như phần mũ thì dầy dặn và đẹp hơn. khóa màu hồng nhưng nhận đc lại là inox ,2.0
"Vải dày tương đối, chỉ mỗi tay hơi ngắn. Giá và chất lượng ok ",2.0
"Áo khá đẹp, vải OK. Với giá này k đòi hỏi gì hơn. E mình mặc rất thích. Có vài chỗ hơi sơ nhưng giặc ra ",1.0
Tôi mua cho con trai tôi nó mặc lên lớp nó bảo với tôi là: ai cũng khen nó áo đẹp nó bảo con thích lắm,2.0
"Đúng với như ảnh trên shop, giao hàng cũng rất nhanh, cảm ơn ad ạ Rất ",2.0
"áo đẹp con mình mặc rất thích, làm biếng chụp hình đánh giá vậy thôi nhá  ",2.0
"áo mặc thoải mái lắm 
dễ chịu k bị tróc hình nói chung hàng rất chất lượng áo mặc vào rất dễ chịu",2.0
"Form hơi bé so với form chuẩn, nên mọi người mua nhớ trừ hao size nha. Form bé",1.0
áo đẹp nhưng hơi chật chút nhưng đẹp shop Giao hàng rất nhanh,1.0
"Đẹp, đúng như hình, ấm có điều may hơi ẩu còn lại đều ổn  ",0.0
"Áo đẹp, vừa vặn với mình, đường may rất gọn, cảm ơn shop với Tiki ạ Good",2.0
"Rất là thích ,áo rất đẹp ,vừa y ,dày vừa phải ,vải tốt  ",2.0
"Áo giống đẹp hình, hàng đúng với giá. Tiki phục vụ nhiệt tình. Sp Ok",2.0
"Giao hàng nhanh, đường mai okie, tay áo hơn ngắn ",2.0
"Mặc mát, chất vải mềm mại mà bạn nào vòng 1 trên 88cm thì nên mua size L  ",1.0
"Form dep, mac len rat sang. Cam on Shop. Shop up thêm nhiêu mẫu mới nhé  ",2.0
áo vừa zai dung với hình chất lượng tốt rất đẹp cảm ơn shop,2.0
áo đẹp thanh lịch!,2.0
đẹp hơn mong đợi,2.0
Đẹp,2.0
nói chung chất vải đẹp rất ưng ý..nhưng vì mình chọn size xl nên tiki lại gửi cho mình size xxl hơi rộng nhé ,2.0
"Áo đep, giao hàng đúng mẫu mình rất thích  ",2.0
"Dễ tháo lắp (nhưng đồ quay vít thì nhanh mòn, nếu được thì sếp có thể tặng thêm một cái nữa để dùng về sau). Nhìn đẹp, chắc chắn, cũng khá to để đựng đồ, nhưng chắc chỉ đủ để đồ 01 người.  ",2.0
"Mắc gỗ ngay vị trí khoét lỗ để thanh treo quần áo, nên mắc gỗ bị rụng ra luôn, về lâu dài sợ không giữ được thanh treo. Mình làm ngành gỗ nên nhìn phần hoàn thiện sản phẩm không ổn lắm, xử lý sấy chưa khô, dể ẩm, không có lau dầu bảo vệ sản phẩm, chà nhám chưa kĩ
Nhưng dù sao giá rẻ và tiki hỗ trợ giao hàng tỉnh nên chấp nhận được trong tầm giá này. Tạm ổn",0.0
"Giá gỗ đẹp như hình ảnh mô tả, giao hàng nhanh, đầy đủ phụ kiện lắp ráp, dễ lắp. Một điểm trừ là do gỗ hơi bị mềm quá, và nhiều mấu mắt nên chỉ sợ để nặng là gẫy nên không dám treo nhiều. Có cạnh gỗ mình thấy mềm quá bấm móng tay vào cũng để lại vết lõm. Với giá mua 509k thì thấy hơi đắt 1 chút, vì gỗ mộc chưa sơn vecni nên cũng hơi ngại mối mọt Tạm được",1.0
"Hàng giống hình. Giao hàng khá nhanh. Chất lượng tương đối, gỗ có 1 số chỗ bị lỗi còn mắt. Ráp xong để đồ khá dễ thương. Giá khá cao cần sale thêm. Hàng giống hình",1.0
"Lần đầu đặt tiki cũng thấp thỏm, mà nhận đc  khá ổn. shop giao nhanh, hàng đóng gói kĩ càng, chỉ tiếc ko có hướng dẫn nên phải tự mò mẫn khá lâu. Chất gỗ ko tốt nhưng gia công kĩ lưỡng nên cũng đẹp như hình và khá chắc chắn, phù hợp giá tiền  ",2.0
Chất lượng ổn so với giá tiền được free ship có một vài lỗi nhỏ chưa đục lỗ để bắt vít mình lại phải tự đục lỗ để bắt vít nhưng dù sao lỗi cũng tự khắc phục được nên để 4 sao 😂 ,1.0
"Chất liệu đẹp, form chuẩn như hình, chăm sóc khách hàng nhiệt tình, giao hàng nhanh, đóng gói cẩn thận. Quá ok, lần sau tiếp tục ủng hộ shop!  ",2.0
rất đẹp yên tâm khj đặt hàng,2.0
"Rất tốt, sắc sảo... Rất tốt, sắc sảo... Rất tốt, sắc sảo... Rất tốt",2.0
toi rat hai long tu nhưa nay cam on tiki giao hang đung hen,2.0
"Tủ đẹp đóng chắc chắn
shop tự giao nên rất an tam và k lo trầy xước gì VUA TỦ NHỰA  tự giao hàng cho khách nên không lo trầy xước",2.0
"áo đẹp quá, đội ngũ chăm sóc khách hàng rất nhiệt tình, a giao hàng rất thân thiện.  ",2.0
chưa bao h mua đc cái áo đẹp với mức giá rẻ như vậy luôn ý. mk thích lắm,2.0
"phải nói từ chất vải đến mọi thứ đều tuyệt vời, mk sẽ còn ủng hộ shop nhiều vì chất lượng hàng rất tốt mà giá lại hợp lý  ",2.0
"Cơ bản là giống hình
Với áo giá 100k thì tiền nào của đấy thôi. Mỗi tội k sáng mịn như trong ảnh ",1.0
"Hàng tốt vải đẹp
tuy nhiên họa tiết không hề nổi và sáng bóng như trong ảnh quảng cáo, mà chỉ là viền vàng tối. Tạm OK trong tầm giá 138k",1.0
"sản phẩm đẹp giống hình, vải mịn mát, mặc lên form rất đẹp. very good  ",2.0
đẹp xuất sắc. vải co dãn tốt. sẽ tiếp tục ủng hộ shop. giá quá mềm. thích thật,2.0
"chất vải đẹp, hoạ tiết rõ nét, lần nào mua hàng của shop cũng thấy vừa ý.  ",2.0
"áo chất vải mát, giống hình ảnh, màu sắc đẹp. rất  về số này  ",2.0
đang đồng tiền bát gạo,2.0
"Như tiêu đề thì mình thấy sản phẩm rất ổn trong tầm giá. Đầu tiên về chất liệu áo: chất liệu đúng là cotton, rất co gian nhưng nó k có dày. mặc trong những trời mùa hè rất ổn. màu sắc: mình đặt áo màu be và đc gia đúng như hình. về chiều dài của tà áo và tay áo: mình đánh giá nó vừa in với mình, đường may bên ngoài đẹp, k dư chỉ thừa, và cuối cùng là hình thức giao hàng thì rất nhanh. đặt trong đêm hôm trc và sáng hôm sau mình đã có hàng r. tiki giao nhanh ghê áo đẹp, giao nhanh, rất ",2.0
"Mát mẻ, chất liệu vải tốt, thoáng mát, đường may chắc chắn, đóng gói cẩn thận, mỗi tội giao hàng hơi chậm  ",2.0
"áo đẹp , vãi tốt , chúc shop cóa nhiều người ủng hộ  ",2.0
"Về vận chuyển và đóng gói rất , vận chuyển rất nhanh, còn chất lượng phù hợp giá tiền sau khi đã giảm, tks Tiki.  ",2.0
chất thun đẹp .nhưng hơi ngắn .qua đầu gối .kg được phủ gót ,1.0
"Hơi mỏng, nhưng cũng ok  ",1.0
"Em mới nhận hàng chiều nay, có một vài nhận xét như sau: Vải đẹp, màu sắc y hình, size áo thì chọn như shop mô tả nên vừa khít luôn. Phom áo nhỏ đó, nên phải lưu ý như kích thước shop đề ra thì mới vừa. Cơ quan mình làm toàn mặc sơ mi không à, nên gặp mẫu này thì ưng ý quá, mình sẽ mua thêm 2 màu xanh và trắng nữa để thay đổi. Nói chung áo sơ mi tầm giá này  mà chất được như vậy là quá tốt rồi. , ĐÁNG TIỀN, SẼ ỦNG HỘ TIẾP.",1.0
"Mình cao m59 nặng 49kg mặc vừa size L. Kiểu áo dễ mặc, dễ kết hợp đồ và đơn giản. Áo này ai v1 quá khổ chắc không vừa ^^. Mua tiki giao nhanh, cám nhiều bạn tiki.  ",1.0
"So với giá tiền thì chấp nhận được ,đường may ko được nét lắm, có kèm theo 1cái cúc dự phòng, vải có độ co giãn, hơi bị nóng mặc trong phòng lạnh thì ok. mình 1m 54 nặng 55kg thấy vừa, thoải mái.  ",1.0
"Mua hàng online nhiều và mình ủng hộ TIKI nhiều nhất, uy tín, chất lượng và giao hàng nhanh Mua hàng online nhiều và mình ủng hộ TIKI nhiều nhất, uy tín, chất lượng và giao hàng nhanh",2.0
"vải cũng đẹp, mềm, phù hợp giá tiền. tôi 47kg size M xinh                                                                                              . cũng được",2.0
review tích cực vì nhận hàng đẹp - . giao hàng nhanh và nhiệt tình ạ.,2.0
"Mẫu mã đẹp, size chuẩn như mô tả của tiki.
Vải: mỏng mát , phù hợp văn phòng, lên đồ đi chơi cũng xinh.

Nói chung .  ",2.0
"tạm , hi vọng sản phẩm bền lâu. thích mẫu này vì đơn giản, dễ thương, có thể mặc đi làm và chơi.  ",2.0
"sản phẩm khá đẹp,  ạ                                                                                     .  ",1.0
in bị nhòe 1 ít mực ra góc trên .nhưng giao hàng nhanh nên cho 4 sao ,2.0
Đẹp nhưng hơi rộng,1.0
sản phẩm giống như hình,2.0
"Mua hàng tiki rất uy tín, shop tư vấn nhiệt tình form áo chuẩn. Giao hàng nhanh  ",2.0
"Rất vừa lòng hình ảnh đúng ,thời gian nhanh ,mình là người khó tính nhưng rất là ok 5 hoa nhé  ",2.0
"áo chất vải đẹp mềm, form dáng chuẩn, 5* cho shop  ",2.0
"kiểu dáng trẻ trung, tôi rất   ",2.0
Đúng như sản phẩm,2.0
Hàng chuẩn đẹp tôi mua 1 quần 1 áo cảm thấy rất .đóng gói siêu chắc chắn,2.0
Hàng đẹp,2.0
đẹp,2.0
thun đep . 🤪,2.0
"Sản phẩm rất OK ,tiện lợi vô cùng  ,bạn đồng hànhncuar chị em nội trợ  ",2.0
rất . shop giao nhanh và hàng ok,2.0
đẹp ,2.0
chất vải phù hợp giá tiền. nhưng đặt 2 áo size L xanh nhạt và trắng. shop giao nhầm size màu trắng thành XL và áo ko có tem nhãn gì hết. ,2.0
"Áo khá được. Tuy nhiên kích cỡ size có hơi nhỏ. Mình nặng 49 kg, size vòng 1 là 88, đặt size L tuy vừa vặn nhưng có chút không thoải mái vì mình quen mặc form rộng. Bạn nào như mình thì nên đặt luôn size XL cho thoải mái. ",1.0
